Player Name,Player ID,Format,Matches Played,Innings,Runs Scored,Batting Average,Strike Rate,Highest Score,Centuries,Half-Centuries,Fours,Sixes,Wickets Taken,Bowling Average,Economy Rate,Best Bowling,Five-Wicket Hauls,Catches,Stumpings,Primary Role,Team Name,Toss Decision,Result
Chris Narine,1452,Test,4,184,8693,51.469455714229525,123.83518358196316,247,34,80,1206,70,32,11.99530952198748,2.451969330492548,5/66,4,55,7,Batsman,Cyprus,Bowl,Loss
Muttiah Boycott,1453,Test,130,244,6060,54.70547652042733,79.66968399785057,239,39,76,1253,242,26,13.851009624799126,2.9257828841965927,7/40,1,81,0,Batsman,Finland,Bowl,Loss
Mahela Afridi,1454,T20,188,149,4206,33.80844244493794,75.01261400886102,179,4,6,996,116,0,0.0,0.0,3/24,1,73,14,Wicketkeeper,South Africa,Bowl,Draw
Mohammad Khan,1455,T20,13,256,5363,35.14881767359752,71.89959253645112,160,14,8,12,97,247,21.50360042065912,4.5750342347914765,1/31,8,94,0,All-rounder,India,Bowl,Draw
Viv Curran,1456,T20,18,100,389,14.677996983250868,16.40501963567558,154,41,20,1995,41,127,26.761788498475795,3.226077116391336,4/77,5,4,0,Bowler,Bulgaria,Bowl,Draw
Ben Kumble,1457,Test,103,55,6832,44.62788289004858,71.57353525478118,156,13,29,1124,121,196,26.77605239588157,3.6749792042026352,4/98,9,33,0,All-rounder,India,Bat,Draw
Temba Netravalkar,1458,ODI,151,186,6302,34.44379973066103,81.40098346889445,209,36,21,1475,223,204,21.127287218934004,5.287235342444026,8/66,5,76,0,All-rounder,Oman,Bat,Loss
Mustafizur Zaman,1459,T20,176,86,751,24.272495591030506,38.87832637024514,110,17,46,728,108,219,26.706550589922767,4.832499614781572,2/21,3,11,5,Bowler,Pakistan,Bowl,Win
Imran Afridi,1460,Test,58,174,5821,31.71855165244337,105.62621263642954,283,11,61,478,288,51,20.905919765423423,3.568822569647523,7/11,3,42,0,All-rounder,Spain,Bowl,Win
Brendan Nabi,1461,T20,115,22,586,14.694535889654157,58.57153761806436,265,2,30,1831,28,308,25.28978845366541,3.994672266004287,0/37,7,77,0,Bowler,Italy,Bat,Loss
Pat Bairstow,1462,ODI,25,244,6070,44.20832739712823,78.41107059692334,143,39,3,142,113,168,30.89104388910428,3.2898191848033984,9/57,0,58,25,All-rounder,New Zealand,Bat,Win
Hardik Foakes,1463,ODI,154,60,4509,40.20044011556532,89.30491435706435,99,45,9,27,230,34,16.08134920453225,1.6936189647043216,5/22,4,24,15,Batsman,Bulgaria,Bat,Loss
Brian Tendulkar,1464,Test,167,104,4769,28.601671029418995,86.71807718335107,256,32,29,440,193,0,0.0,0.0,4/77,5,66,14,Wicketkeeper,Hungary,Bowl,Loss
Shaheen Perera,1465,ODI,66,139,4170,41.97439071461218,68.11299246839008,117,3,93,1215,7,85,20.987020089456525,6.062245273339398,4/17,4,76,0,All-rounder,India,Bowl,Loss
Dale Buttler,1466,ODI,74,159,301,28.15516626023507,68.37626617497916,212,39,6,1782,42,424,29.729899537542053,5.618689267822262,7/36,9,18,0,Bowler,Czech Republic,Bowl,Win
Trent Jayawardene,1467,Test,194,232,3441,44.28500777858662,111.9244163190196,131,25,14,1226,112,0,0.0,0.0,8/86,4,135,13,Wicketkeeper,India,Bowl,Draw
Adam Ponting,1468,ODI,8,77,3019,29.148905211298104,72.6363262696652,114,20,18,220,267,0,0.0,0.0,3/65,1,167,29,Wicketkeeper,Romania,Bowl,Win
Mahmudullah Wood,1469,T20,190,18,793,27.49489360018121,27.53887725713083,290,44,73,122,39,454,20.45835210571953,4.997596146348435,5/93,6,93,0,Bowler,India,Bat,Loss
Mohammad Pollard,1470,ODI,66,22,840,22.033055544482785,63.9193117254171,115,15,38,1156,4,393,25.398918682488045,3.246752406544069,2/49,0,55,0,Bowler,United Arab Emirates,Bowl,Win
Mark Smith,1471,T20,33,184,2103,38.54613873744786,95.09449199721686,56,47,90,829,109,196,22.825215045419963,3.944178791258398,3/73,4,87,0,All-rounder,India,Bowl,Loss
Sunil van der Dussen,1472,T20,159,145,3955,33.03540447200232,82.21262577716138,151,22,2,234,256,176,22.18310310344304,5.667031273150096,4/13,5,90,0,All-rounder,Afghanistan,Bowl,Loss
Ross Rabada,1473,Test,157,38,4798,40.8817267159518,87.0830243553352,275,23,98,169,160,27,24.26856793376549,4.159965304554991,9/37,9,86,0,Batsman,Cyprus,Bat,Win
Joe Stokes,1474,T20,185,281,1365,42.52517707713284,100.36357320569525,165,8,51,1857,187,0,0.0,0.0,3/47,0,55,49,Wicketkeeper,Bulgaria,Bowl,Draw
Rishabh Malhotra,1475,T20,166,288,2702,79.95816184002078,105.2344001374349,151,18,81,1043,72,17,15.736873292237672,2.9818927341327903,7/43,9,15,0,Batsman,Ireland Republic,Bowl,Win
Mushfiqur Border,1476,T20,110,143,428,21.58260464804429,24.896335406299627,211,26,87,1621,230,74,23.410496094505447,3.937938666888315,2/63,6,39,0,Bowler,Romania,Bowl,Draw
Shaun Waugh,1477,Test,164,13,4821,32.35760586104432,64.22625871110237,279,39,12,1959,33,0,0.0,0.0,8/75,0,132,48,Wicketkeeper,India,Bowl,Win
Rishabh Dravid,1478,T20,110,186,4763,38.06468803239785,97.63943680177935,101,30,43,922,71,0,0.0,0.0,9/77,3,79,31,Wicketkeeper,Sri Lanka,Bowl,Win
Waqar Pietersen,1479,Test,77,267,527,29.3586621329868,67.42571910760307,252,0,80,916,288,455,25.33518452124004,7.903380620804882,9/85,5,21,0,Bowler,India,Bowl,Win
Brian Sangakkara,1480,T20,92,269,3201,26.37881592639232,82.39209557992413,280,12,16,632,55,0,0.0,0.0,8/38,2,127,27,Wicketkeeper,United Arab Emirates,Bowl,Loss
Rahul Khan,1481,Test,130,97,2654,63.99569895800633,126.86911795057352,80,44,74,1299,75,30,14.439785614158918,3.053772020691257,5/54,5,95,0,Batsman,Oman,Bat,Win
Brendan Smith,1482,T20,79,294,1620,48.311965226004375,122.21691817167846,272,3,16,1823,82,100,30.632129758652948,5.333525035309636,6/74,2,29,0,All-rounder,England,Bat,Win
Virat Bashar,1483,ODI,95,1,395,17.545860312236634,46.212624437333,57,24,51,1717,230,193,26.791483494992043,6.813607046009322,6/69,8,98,29,Bowler,India,Bowl,Win
Marnus Younis,1484,T20,167,295,1547,56.47585923966059,64.05283025836658,1,9,48,1059,148,11,14.587116681662607,2.9251026870167824,0/71,0,34,0,Batsman,Pakistan,Bat,Win
Dale Sangakkara,1485,Test,171,27,6248,75.31734927924161,148.57591718356483,8,22,82,1977,195,32,18.742299743662294,1.6020329422853463,0/11,9,25,0,Batsman,United Arab Emirates,Bat,Draw
Mahela Steyn,1486,T20,73,36,584,28.07124622054777,32.036272774758615,190,42,70,111,235,178,28.75333671459434,4.047233208574795,6/47,3,22,0,Bowler,Zimbabwe,Bat,Loss
Ricky Guptill,1487,T20,193,160,5649,30.99503984834712,120.40288319408243,122,29,18,877,176,234,27.45844677277628,4.500377586766016,6/19,1,46,0,All-rounder,India,Bowl,Loss
Ben Gooch,1488,ODI,173,31,2912,30.36972246513692,103.70949043680544,103,13,33,1602,10,0,0.0,0.0,2/45,9,137,14,Wicketkeeper,Sri Lanka,Bowl,Loss
Ben Smith,1489,Test,20,127,576,13.078607897403831,34.81499437274597,82,31,92,1018,122,146,29.623067756736766,5.121923060253626,9/46,3,24,0,Bowler,England,Bowl,Win
Shubman Taylor,1490,Test,138,262,938,14.360625249815246,37.85730963313318,108,29,29,1223,217,478,20.670104808892656,6.26513137407263,3/90,4,32,0,Bowler,India,Bowl,Loss
Sourav Steyn,1491,Test,82,210,4126,44.83765579348065,79.00431354842704,119,4,28,1565,132,0,0.0,0.0,1/96,3,69,24,Wicketkeeper,India,Bat,Draw
Temba Waugh,1492,T20,152,150,1644,42.65092480907832,56.89287171622125,227,44,47,707,59,0,0.0,0.0,4/76,7,93,11,Wicketkeeper,Germany,Bat,Draw
Mahmudullah Taylor,1493,Test,187,31,1542,64.15143022076323,121.48764241278045,266,14,7,1158,157,22,16.744246118817816,2.5863482040511845,7/51,7,9,0,Batsman,United Arab Emirates,Bat,Draw
Viv Jadeja,1494,T20,7,100,4806,60.42097237437565,138.6580577929996,105,16,67,121,65,14,10.673176623149171,3.1233074038512205,9/88,1,46,0,Batsman,India,Bat,Win
Glenn Miandad,1495,T20,22,219,2005,29.75435066136816,82.6263798931234,216,47,91,1687,143,230,25.15671527833617,4.663415375998249,5/61,7,70,0,All-rounder,Ireland Republic,Bat,Loss
Glenn Jadeja,1496,ODI,171,253,2420,27.26032551680489,117.33918301547818,127,32,51,1288,209,0,0.0,0.0,0/59,9,154,25,Wicketkeeper,Hungary,Bowl,Loss
Imran Raza,1497,ODI,121,171,8641,99.11749534932332,140.0389983751446,285,11,74,289,89,19,27.7777717405571,1.999639131835972,8/33,9,25,0,Batsman,Sweden,Bat,Win
Aravinda Starc,1498,T20,106,257,9537,96.94613600683893,138.34443416764626,148,24,81,712,11,23,27.77301972893592,3.241309794782396,3/91,8,30,0,Batsman,South Africa,Bat,Win
Trent Bairstow,1499,T20,44,57,153,25.61059085663836,56.30089244307546,150,18,84,1590,25,436,29.18236838530877,3.331262012393882,3/77,5,75,0,Bowler,Germany,Bat,Draw
Ravindra Sharma,1500,Test,23,9,549,25.31756831876215,17.37753396142579,60,22,57,870,250,131,27.884411370374576,3.402631841081861,4/15,3,24,0,Bowler,Sri Lanka,Bowl,Loss
Ian Islam,1501,Test,79,5,121,26.959634446807407,50.56358873859365,157,38,60,627,241,83,22.60194026850064,3.868886201771165,2/11,0,92,0,Bowler,Australia,Bat,Win
Anrich Gavaskar,1502,ODI,26,114,5001,42.13007930172918,115.39107870399596,173,4,39,1614,26,29,14.728850755915238,4.344452182189299,8/69,1,20,0,Batsman,Australia,Bowl,Loss
Kevin Foakes,1503,T20,135,265,4544,37.16477879780109,87.24943824381253,273,39,95,368,52,0,0.0,0.0,7/41,8,71,48,Wicketkeeper,India,Bowl,Loss
Dhananjaya Smith,1504,ODI,103,173,2129,94.83763409309158,137.8369538428152,243,20,16,1547,84,10,26.53056158126448,3.593660893730412,5/94,2,91,0,Batsman,Italy,Bat,Win
Mustafizur Rahim,1505,Test,154,220,1983,62.32567820691364,123.87542951575293,172,35,97,503,175,24,13.686604665401534,3.0683658660883406,3/63,0,44,24,Batsman,India,Bat,Loss
Aravinda Smith,1506,T20,37,205,9596,32.632753060907895,92.23434605264978,58,13,80,57,292,35,25.73854770938172,1.5512604597563349,0/48,9,13,0,Batsman,England,Bat,Draw
Sanath Hasaranga,1507,ODI,41,24,1344,32.449506970901375,96.70652184770717,109,5,14,1528,44,120,26.9361632663402,5.456424687448559,1/86,5,82,0,All-rounder,India,Bat,Loss
Mark Hazlewood,1508,T20,194,170,4182,28.579292740446,99.3572414774566,214,18,83,442,202,167,28.79222869172841,6.538264774165095,0/75,5,59,0,All-rounder,Czech Republic,Bat,Loss
Mujeeb Dev,1509,T20,158,103,3696,41.44482333154835,68.80793565804589,64,3,10,579,130,0,0.0,0.0,2/71,0,198,38,Wicketkeeper,Isle of Man,Bat,Win
Kevin Labuschagne,1510,ODI,21,60,4889,25.572324527428936,50.58595862102117,251,23,82,784,76,0,0.0,0.0,2/83,3,136,31,Wicketkeeper,Australia,Bat,Win
Kane de Silva,1511,T20,73,86,2377,28.547202338322165,123.13533813733618,297,25,95,1224,156,232,33.74088383028801,5.805891634334393,8/81,2,53,0,All-rounder,South Africa,Bat,Win
Graeme Buttler,1512,ODI,16,255,116,21.680044744677595,52.61863924258127,147,41,87,734,160,484,22.338378414951336,4.496736722248919,0/67,3,31,0,Bowler,India,Bowl,Win
Brian Starc,1513,T20,69,165,9914,49.44834762231315,68.95805736700174,227,18,69,413,16,14,24.96837388819237,1.7975924438160762,9/22,1,7,0,Batsman,England,Bat,Loss
Rohit Taylor,1514,Test,123,167,3348,44.220326179896816,109.9107497975402,298,31,81,756,266,0,0.0,0.0,4/43,5,196,47,Wicketkeeper,Belgium,Bowl,Draw
Babar Khan,1515,ODI,190,84,3339,93.54257353639058,69.66722806546983,207,41,47,446,122,24,23.631532776707648,2.385890975657432,1/19,4,66,0,Batsman,India,Bat,Draw
Jonny Islam,1516,ODI,66,202,3227,25.04090115023134,98.25302504853286,196,44,12,445,289,0,0.0,0.0,8/87,6,59,11,Wicketkeeper,Malta,Bat,Draw
Saurabh Guptill,1517,ODI,86,90,3649,34.90792008606557,92.8388827213557,242,34,25,1981,222,277,28.58283484927986,5.688703175058544,0/24,6,68,18,All-rounder,Australia,Bowl,Draw
Josh Maxwell,1518,T20,82,89,4926,47.41494474828623,85.0850028169314,190,39,7,1765,235,276,28.08941609759425,6.03540071956477,0/70,9,19,0,All-rounder,Belgium,Bowl,Draw
Rassie Pollock,1519,T20,128,120,610,20.35038680195281,24.69694748380163,170,41,25,1553,123,351,27.79091797769135,5.285892973058933,7/75,6,40,0,Bowler,Hungary,Bowl,Loss
Wasim Afridi,1520,Test,170,156,156,24.72287629353637,45.85664146957579,241,1,13,404,292,270,20.83758754024676,7.8824599113468174,6/79,6,75,0,Bowler,Hong Kong,Bowl,Loss
Shakib Gooch,1521,T20,155,188,811,20.414849591928995,50.36811847303814,257,32,40,1232,149,105,28.01375329808076,7.573432147076327,9/94,4,80,17,Bowler,India,Bat,Win
Sourav Akram,1522,ODI,141,188,9241,21.559089541526355,59.40129816068259,150,9,5,674,34,21,18.871570310607275,4.899537714840219,7/97,2,67,0,Batsman,Belgium,Bat,Draw
Jaskaran Dravid,1523,T20,120,262,2206,32.78867284386744,95.54747335849636,299,44,15,1424,14,52,30.84227421792287,5.104011365195404,9/76,5,52,24,All-rounder,Pakistan,Bat,Draw
Mitchell Smith,1524,T20,34,52,1768,34.285306348296665,64.44909141447685,236,32,98,976,268,0,0.0,0.0,2/35,7,143,22,Wicketkeeper,India,Bowl,Win
Mahela Gooch,1525,ODI,141,140,1489,41.45459704228395,96.44679368431684,152,22,33,600,28,0,0.0,0.0,9/52,1,101,38,Wicketkeeper,India,Bat,Win
Ben Kohli,1526,T20,144,19,990,22.422239496751377,16.989806532365943,290,33,39,1205,15,210,24.430096473298946,6.032138790058396,7/31,0,94,0,Bowler,Belgium,Bat,Loss
Jofra Rauf,1527,Test,128,75,3474,43.11182341313403,111.5808253257276,64,41,90,972,0,158,25.77373777528384,4.29805792125843,0/50,6,58,0,All-rounder,India,Bat,Loss
Joe Mathews,1528,Test,59,230,932,11.60052713642738,14.818087264592794,249,35,99,151,33,209,26.358104225784288,5.720994716515443,7/80,4,53,0,Bowler,England,Bowl,Loss
Martin Wood,1529,T20,162,130,747,21.497751299123983,56.60953788393711,189,29,11,1038,103,187,22.634354454663395,7.880642660044951,0/74,0,7,0,Bowler,Oman,Bowl,Draw
Kevin Botham,1530,T20,133,55,4189,28.8914669345722,77.24848314806283,158,38,0,340,288,0,0.0,0.0,8/42,2,157,21,Wicketkeeper,India,Bowl,Win
Quinton Richards,1531,ODI,184,271,1286,33.2152841048858,82.31959618329398,31,4,28,1275,142,297,25.59659978188053,5.142599941426971,0/26,4,22,0,All-rounder,India,Bat,Draw
Temba Sharma,1532,ODI,74,100,147,13.614666926646406,11.805310965204354,59,20,80,587,185,385,21.80750393083833,4.760268725293387,2/54,9,29,0,Bowler,England,Bowl,Loss
Jofra Steyn,1533,Test,120,69,687,13.908799933613576,35.58180219357917,178,15,81,525,290,424,21.632159539504737,5.729656333506888,1/64,9,5,0,Bowler,India,Bat,Loss
Mohammad Gayle,1534,Test,23,299,5667,42.78579311148131,64.55717843259073,235,6,48,1710,180,169,30.220403999199903,4.9444087554108,3/88,7,81,0,All-rounder,Germany,Bat,Draw
Joe Gill,1535,T20,47,17,1014,33.75906066404219,79.53148941561582,186,8,15,1389,203,0,0.0,0.0,4/36,1,100,44,Wicketkeeper,West Indies,Bat,Draw
Jaskaran Kumble,1536,Test,161,116,8371,83.99181434677872,73.57229569152734,204,40,98,1115,57,30,24.31798324343936,3.502481292208007,6/52,3,66,0,Batsman,India,Bowl,Win
Wanindu Hobbs,1537,T20,125,152,6657,45.52129168312218,124.35602610413903,114,42,8,1240,76,206,25.626881485116805,3.630586084127116,1/50,6,77,0,All-rounder,India,Bowl,Loss
Marnus Akram,1538,Test,180,116,2687,27.33240461166,72.4674246447201,253,23,58,91,148,81,28.9857623385846,5.446536290177972,2/95,6,88,0,All-rounder,India,Bowl,Loss
Ali Jayasuriya,1539,ODI,132,30,551,21.035510634291445,56.54550322212872,67,48,38,1310,38,76,20.918504748889656,6.03672415948892,3/68,6,41,23,Bowler,Portugal,Bat,Win
Sunil Taylor,1540,ODI,133,51,7909,40.4059921666488,107.3733733589814,222,25,37,99,0,34,18.12922808328488,4.190486477134016,9/68,2,11,0,Batsman,Hungary,Bat,Loss
Jack Gayle,1541,Test,150,60,369,20.233426317040504,68.83679367818277,171,31,5,1999,48,227,24.254079213704564,7.2661061173109776,7/35,6,11,0,Bowler,Croatia,Bat,Loss
Anil Pollock,1542,Test,89,229,664,14.782213995149943,43.53190577123796,209,42,89,1081,298,283,29.40053379793824,3.671773461762733,1/14,1,93,0,Bowler,Afghanistan,Bowl,Loss
Jonny Khan,1543,ODI,191,259,483,15.452883538264643,65.220439698408,126,26,80,1703,87,129,25.9547167504861,6.300764178830301,9/57,9,8,3,Bowler,Belgium,Bowl,Win
Rassie Border,1544,Test,31,5,820,28.50915970207502,17.04892157154512,157,40,87,1469,69,176,29.902799884131177,7.870051947212187,3/96,4,85,0,Bowler,India,Bowl,Win
Allan Smith,1545,ODI,53,28,940,13.793484804905114,65.53106228229652,87,18,73,1205,246,96,27.727342154591508,5.667417833555553,5/49,1,42,0,Bowler,Australia,Bowl,Loss
Mahela Warner,1546,T20,174,254,6169,65.76324753761091,87.66250451013946,53,7,95,1532,62,16,29.48605843553755,3.644757491871304,2/12,7,81,0,Batsman,Pakistan,Bowl,Win
Dhananjaya Boult,1547,Test,46,231,2529,39.26407956111966,115.4677707562367,47,36,58,699,79,0,0.0,0.0,2/69,3,154,11,Wicketkeeper,Zimbabwe,Bowl,Loss
Anrich Khan,1548,Test,179,200,3106,76.95415688572979,58.302253201266,290,5,2,860,239,27,24.00634549297673,4.189011465402702,0/81,0,22,0,Batsman,Hungary,Bowl,Win
Javed Pollard,1549,T20,125,271,6622,35.53340083416487,55.93641871479308,25,18,18,1418,84,252,28.293004443992142,6.636640794782966,7/80,8,61,0,All-rounder,England,Bowl,Loss
Habibul Sangakkara,1550,ODI,67,46,1150,89.57808940671745,134.39813484861637,87,42,98,1021,80,20,19.326564844148848,2.647682878344685,2/70,7,38,0,Batsman,Australia,Bat,Draw
Martin Mahmudullah,1551,ODI,29,28,1127,33.79697952272091,75.01102603645072,106,22,26,1177,66,0,0.0,0.0,9/25,8,59,22,Wicketkeeper,Pakistan,Bowl,Draw
Mohammad Malhotra,1552,T20,179,7,382,24.50785683151862,14.263424423057575,236,1,24,1818,87,322,22.38507955416552,5.728745920770401,6/35,5,43,0,Bowler,Germany,Bowl,Draw
Adam McCullum,1553,Test,151,232,716,17.98664195862123,69.16223339477543,203,2,84,1309,97,157,21.336801072575785,6.498496788539301,6/13,8,79,0,Bowler,Spain,Bat,Draw
Ben Khan,1554,ODI,102,199,4619,26.98748944142402,107.17034072702,68,1,65,820,258,0,0.0,0.0,4/58,3,51,12,Wicketkeeper,Romania,Bat,Loss
Martin Markram,1555,ODI,14,94,4844,28.044289502055683,86.41079419535545,79,12,83,1316,166,0,0.0,0.0,1/99,3,159,21,Wicketkeeper,India,Bowl,Loss
Sikandar Tendulkar,1556,Test,49,82,3110,38.80994576218997,122.91127139075704,156,31,22,770,266,102,23.38083297946768,3.2143657474311524,1/55,8,45,0,All-rounder,India,Bowl,Draw
Mushfiqur Mathews,1557,Test,65,88,1573,39.20747251865005,69.63535945915847,125,42,62,1779,223,37,17.116256740644513,4.456482933779949,4/12,5,40,0,Batsman,Sweden,Bowl,Loss
Mushfiqur Narine,1558,T20,133,186,2809,33.938580206783286,109.7953271685833,24,24,57,73,285,35,20.97109728791488,2.3726554902870807,1/68,8,14,0,Batsman,United Arab Emirates,Bowl,Draw
Mohammad Shaw,1559,T20,65,243,5445,71.2987859029841,144.2453380288796,26,42,96,351,66,19,14.879598445285858,2.063463059293041,4/75,5,1,0,Batsman,India,Bowl,Draw
Rafiqul Dev,1560,ODI,135,68,3352,37.70094913227929,50.92306483004534,21,12,49,68,175,0,0.0,0.0,9/16,0,105,29,Wicketkeeper,India,Bat,Win
Shubman Bashar,1561,T20,86,187,655,15.252053069234414,22.13937668883296,227,29,7,648,103,247,26.389289568536395,6.033607520780727,8/32,4,86,0,Bowler,England,Bat,Loss
Sanath Ponting,1562,Test,155,239,3278,31.81933329711712,93.43853273196112,203,18,50,1177,295,163,26.248887220463786,3.7251984718859616,3/35,5,36,0,All-rounder,Spain,Bat,Loss
Temba Mahmudullah,1563,Test,96,218,558,40.446726704001975,126.6088779221946,264,23,41,418,227,287,21.511804910155227,3.148523107523669,9/63,9,21,0,All-rounder,Germany,Bowl,Draw
David Finch,1564,ODI,139,108,3615,43.806435616556094,61.21246720019925,53,44,93,324,271,215,26.862268620008443,4.747004771432069,0/12,5,69,0,All-rounder,Spain,Bat,Loss
Graham Iqbal,1565,Test,78,38,3850,30.760243374399067,57.93894743607397,98,32,62,1871,159,0,0.0,0.0,4/15,0,132,32,Wicketkeeper,Finland,Bowl,Loss
Kusal Dev,1566,T20,8,276,870,28.309987882415225,46.38340671955005,82,12,30,1484,189,124,21.53312213331826,7.528426493865584,9/17,9,85,0,Bowler,Germany,Bowl,Win
Ali Warne,1567,ODI,183,10,1906,48.87212484908338,108.44602615869304,219,30,58,733,229,260,33.21074882997113,4.9244241370113295,0/74,4,57,0,All-rounder,Germany,Bowl,Win
Brian de Kock,1568,ODI,161,26,1561,32.582699121275816,143.23378680329537,7,37,81,1162,213,19,10.99472382454653,3.877769265119,9/29,0,10,0,Batsman,Germany,Bat,Win
Muttiah Ganguly,1569,Test,113,48,721,25.14207156980232,65.12198167184562,111,7,94,1144,101,194,23.8497810230426,7.992989655440729,2/74,6,57,12,Bowler,Austria,Bat,Win
Shakib Mathews,1570,Test,170,14,5797,26.96357042880632,96.1936275077997,252,29,89,1949,39,11,14.208402373028491,3.140824279710212,1/64,1,32,0,Batsman,India,Bat,Win
Mujeeb Gill,1571,Test,69,100,4772,40.915215720323374,55.532141766014064,223,18,87,1904,205,0,0.0,0.0,0/29,0,163,41,Wicketkeeper,Germany,Bat,Win
Dhananjaya Khan,1572,Test,165,187,4494,97.6330706260665,60.95715616089511,212,31,50,916,198,31,15.059171520321094,1.365562229053762,6/65,7,43,0,Batsman,Germany,Bowl,Loss
Shakib Miandad,1573,T20,140,12,678,19.194684551678,16.028281066370074,137,29,56,1283,136,73,20.75773092805772,7.815251481827568,2/58,8,60,27,Bowler,Oman,Bat,Loss
Dhananjaya Islam,1574,Test,33,279,3323,39.364860682556326,90.10455647526769,143,45,4,144,152,0,0.0,0.0,7/43,3,94,39,Wicketkeeper,Bulgaria,Bat,Draw
Shubman Ashraful,1575,Test,139,167,1895,31.30675482636437,101.01272379438232,10,37,74,992,132,0,0.0,0.0,9/28,0,191,14,Wicketkeeper,Austria,Bowl,Win
Wanindu Netravalkar,1576,T20,83,122,1510,76.12588090850383,74.83648667094525,18,16,51,1526,4,20,18.752562305232924,4.493805469718053,8/86,8,43,0,Batsman,England,Bowl,Draw
Mujeeb Hobbs,1577,ODI,131,95,543,26.519759590798483,59.00880526955737,51,33,87,1979,267,183,20.31525277527657,4.834522680750798,7/75,9,29,0,Bowler,India,Bowl,Win
Viv Rahul,1578,T20,135,25,1028,39.60001107907475,89.62312309832419,204,15,64,1694,217,0,0.0,0.0,1/10,0,86,27,Wicketkeeper,Bangladesh,Bowl,Win
Imran Buttler,1579,T20,154,17,8116,81.00642532784404,88.95494058504413,142,36,11,1541,244,13,17.44841958198767,3.1727048267066498,1/31,0,47,0,Batsman,India,Bowl,Loss
Virat Boult,1580,T20,43,29,2361,44.86698769841566,81.78231283170089,41,5,22,1760,201,27,15.998721487427035,2.326357554563228,7/56,0,87,0,Batsman,Germany,Bat,Loss
Adam de Kock,1581,T20,41,72,791,15.987891204558398,48.23990637910031,95,1,51,115,86,357,20.92771010922852,5.715133866765797,2/44,0,42,0,Bowler,Republic of Ireland,Bowl,Win
Prithvi Pandya,1582,ODI,188,270,399,14.91032785019672,52.74641871684262,165,4,88,550,112,305,23.905976460764425,7.770132645975137,3/33,4,87,0,Bowler,South Africa,Bowl,Win
